repneed,repseats,demneed,demseats
56.421284,343,59.381687,341
56.897419,343,59.487263,341
56.897419,344,59.487263,342
57.801903,344,59.487263,342
57.801903,345,59.487263,343
58.453724,345,59.621662,343
58.453724,346,59.621662,344
58.649124,346,59.708076,344
58.649124,347,59.708076,345
58.835155,347,59.794506,345
58.835155,348,59.794506,346
59.569374,348,59.996216,346
59.569374,349,59.996216,347
60,349,60,347
